Date,Open,High,Low,Close,Adj Close ,Volume
26-Oct-23,416.45,417.33,411.6,412.55,402.16,"115,156,800"
25-Oct-23,421.89,421.92,417.02,417.55,407.03,"94,223,200"
24-Oct-23,422.65,424.82,420.74,423.63,412.96,"78,564,200"
23-Oct-23,419.61,424.45,417.8,420.46,409.87,"92,035,100"
20-Oct-23,425.98,426.54,421.08,421.19,410.58,"123,919,900"
19-Oct-23,430.95,432.82,425.73,426.43,415.69,"121,323,000"
18-Oct-23,434.19,435.18,429.09,430.21,419.37,"93,559,800"
17-Oct-23,432.81,438.14,432.45,436.02,425.04,"75,324,700"
16-Oct-23,433.82,437.14,433.57,436.04,425.05,"75,433,200"
13-Oct-23,435.21,436.45,429.88,431.5,420.63,"95,143,100"
12-Oct-23,436.95,437.34,431.23,433.66,422.73,"81,154,200"
11-Oct-23,435.64,436.58,433.18,436.32,425.33,"62,451,700"
10-Oct-23,432.94,437.22,432.53,434.54,423.59,"78,607,300"
9-Oct-23,427.58,432.88,427.01,432.29,421.4,"80,374,400"
6-Oct-23,421.97,431.13,420.6,429.54,418.72,"113,273,300"
5-Oct-23,424.36,425.37,421.17,424.5,413.81,"70,142,700"
4-Oct-23,422.07,425.43,420.56,424.66,413.96,"87,453,000"
3-Oct-23,425.06,427.37,420.18,421.59,410.97,"103,760,600"
2-Oct-23,426.62,428.6,424.46,427.31,416.54,"83,798,600"
29-Sep-23,431.67,431.85,425.91,427.48,416.71,"115,111,300"
28-Sep-23,425.48,430.25,424.87,428.52,417.72,"92,258,300"
27-Sep-23,427.09,427.67,422.29,426.05,415.32,"104,705,800"
26-Sep-23,429.09,429.82,425.02,425.88,415.15,"96,168,400"
25-Sep-23,429.17,432.27,428.72,432.23,421.34,"70,874,500"
22-Sep-23,432.45,434.1,429.99,430.42,419.58,"100,829,700"
21-Sep-23,435.7,435.97,431.23,431.39,420.52,"104,095,800"
20-Sep-23,444.01,444.44,438.43,438.64,427.59,"82,562,600"
19-Sep-23,442.68,443.29,439.94,442.71,431.56,"66,514,600"
